144;Mme;Lejeune;Jordan
145;Mme;Lesage;Matthias
146;Mme;Dupont;Luca
147;Mr;Bouvier;Remi
148;Mr;Ferreira;Guillaume
149;Mme;Barbe;Kevin
150;Mme;Masson;Vincent
151;Mme;Mallet;Titouan
152;Mme;Vasseur;Loris
153;Mr;Morel;Matthias
154;Mme;Leger;Timothee
155;Mr;Blanchard;Kyllian
156;Mr;Langlois;Eliott
157;Mr;Durand;Alex
158;Mme;Maurny;Sofiane
159;Mr;Duval;Yannis
160;Mme;Carlier;Tristan
161;Mr;Barbe;Anthony
162;Mr;Joubert;Baptiste
163;Mr;Joly;Augustin
164;Mme;Petit;Rayane
165;Mme;Pons;Mathis
166;Mr;Thosca;Arnaud
167;Mr;Fernandes;Nassim
168;Mr;Marchal;Killian
169;Mr;Pons;Kevin
170;Mme;Baron;Liam
171;Mme;Klein;Kyllian
172;Mme;Riou;Eliott
173;Mme;Roussel;Dorian
174;Mr;Briand;Younes
175;Mr;Deschamps;Timothee
176;Mme;Guillou;Lucas
177;Mr;Blanchard;Alban
178;Mme;Cohen;Arnaud
179;Mme;Picard;Anthony
180;Mr;Weber;Johan
181;Mme;Carpentier;Aurelien
182;Mr;Delorme;Mathis
183;Mr;Bailly;Mehdi
184;Mr;Marchand;Timothe
185;Mr;Gauthier;Mehdi
186;Mr;Joly;Noah
187;Mr;Marques;Arnaud
188;Mr;Pelletier;Raphael
189;Mr;Gay;Yannis
190;Mme;Marechal;Vincent
191;Mr;Perrot;Arnaud
192;Mr;Nguyen;Nolan
193;Mr;Vidal;Antoine
194;Mr;Meunier;Sacha
195;Mme;Fabre;William
196;Mr;Da silva;Romain
197;Mme;Lesage;Lucas
198;Mme;Rousseau;Matthias
199;Mr;Rossignol;Teo
200;Mme;Vasseur;Benoit
201;Mme;Reynaud;Jordan
202;Mr;Leveque;Morgan
203;Mr;Bertin;Jason
204;Mr;Buisson;Tony
205;Mme;Gonzalez;Nicolas
206;Mme;Perez;Quentin
207;Mme;Vasseur;David
208;Mr;Jacquet;Yassine
209;Mme;Collin;Corentin
210;Mme;Maillard;Romain
211;Mme;Vidal;Loic
212;Mme;Menard;Quentin
213;Mme;Leclerc;Etienne
214;Mr;Faure;Fabien
215;Mme;Guillou;Kyllian
216;Mr;Marchal;Erwan
217;Mme;Blanchard;Corentin
218;Mr;Garnier;Augustin
219;Mr;Aubert;Hugo
220;Mr;Langlois;Steven
221;Mme;Fischer;Mathys
222;Mme;Lemoine;Morgan
223;Mme;Humbert;Raphael
224;Mr;Dupont;Ugo
225;Mme;Bigot;Amine
226;Mme;Navarro;Samuel
227;Mr;Riou;Loic
228;Mr;Perrin;Gaetan
229;Mme;Collin;Eliott
230;Mme;Vallee;Mehdi
231;Mme;Moreau;Yann
232;Mme;Roster;Ryan
233;Mr;Reynaud;Thomas
234;Mme;Moulin;Joris
235;Mr;Bertin;Kyllian
236;Mme;Legendre;Emilien
237;Mr;Leger;Erwan
238;Mr;Loiseau;Romain
239;Mr;Morel;Rayan
240;Mme;Gaillard;Antoine
241;Mr;Barbe;Gaspard
242;Mme;Gonzalez;Maxime
243;Mr;Camus;Felix
244;Mr;Hamon;Jeremy
245;Mme;Dumas;Logan
246;Mr;Carpentier;Martin
247;Mme;Cordier;Etienne
248;Mme;Bouvier;Yacine
249;Mr;Marchal;Morgan
250;Mr;Chauvet;Alex
251;Mr;Guillou;Martin
252;Mme;Leger;Joris
253;Mme;Laine;Damien
254;Mme;Dufour;Lilian
255;Mr;Baron;Joris
256;Mr;Vasseur;Dimitri
257;Mme;Gauthier;Mohamed
258;Mme;Vidal;Benoit
259;Mr;Bazin;Nassim
260;Mr;Aubry;Noah
261;Mr;Blanchet;Matthieu
262;Mr;Pasquier;Lorenzo
263;Mme;Chauvin;Luca
264;Mr;Fontaine;Thomas
265;Mme;Roux;Elias
266;Mme;Rossignol;Maxime
267;Mr;Legendre;Noe
268;Mme;Lefort;Tony
269;Mme;Barbe;Adam
270;Mme;Rodriguez;Esteban
271;Mr;Royer;Esteban
272;Mr;Coste;Mathis
273;Mr;Marques;Corentin
274;Mr;Lopez;Yacine
275;Mr;Langlois;Morgan
276;Mr;Loiseau;Thibaut
277;Mr;Colin;Tristan
278;Mr;Carpentier;Guillaume
279;Mr;Lacombe;Amine
280;Mme;Bouchet;Maxime
281;Mr;Joubert;Aurelien
282;Mme;Martinez;Jean
283;Mme;Blondel;Rayan
284;Mme;Monnier;Florian
285;Mr;Jacquet;William
286;Mr;Le goff;Lenny
287;Mme;Blanc;Fabien
288;Mme;Legrand;Remi
289;Mr;Pereira;Alexis
290;Mr;Fernandez;Morgan
291;Mr;Baron;Matteo
292;Mr;Faure;Anthony
293;Mr;Baron;Amine
294;Mme;Boyer;Thibault
295;Mr;Leclerc;Dorian
296;Mr;Bodin;Bastien
297;Mr;Petit;Johan
298;Mme;Buisson;Matteo
299;Mme;Le gall;Eliott
300;Mme;Baron;Lucas
301;Mr;Garcia;Johan
302;Mr;Guyot;Jordan
303;Mme;Laroche;Elias
304;Mme;Marques;Alan
305;Mr;Berard;Charles
306;Mme;Hebert;Vincent
307;Mr;Masse;Ewen
308;Mr;Da silva;Noa
309;Mr;Jacquet;Corentin
310;Mr;Regnier;Steven
311;Mme;Lemaire;Eliott
312;Mr;Vidal;Quentin
313;Mme;Menard;Johan
314;Mme;Le goff;Matthias
315;Mme;Dumont;Francois
316;Mme;Fontaine;Damien
317;Mme;Menard;Theo
318;Mme;Jacquet;Mathys
319;Mme;Rossignol;Alan
320;Mme;Michaud;Nolan
321;Mr;Hebert;Matis
322;Mr;Berard;Victor
323;Mme;Riou;Titouan
324;Mme;Aubry;Remy
325;Mme;Coulon;Etienne
326;Mme;Fontaine;Mohamed
327;Mme;Fleury;Matthieu
328;Mme;Devaux;Remi
329;Mme;Guillet;Matthias
330;Mr;Le roux;Teo
331;Mr;Le roux;Rayane
332;Mr;Carpentier;Remi
333;Mr;Coulon;Jules
334;Mr;Vaillant;Ugo
335;Mme;Legrand;Samuel
336;Mr;Loiseau;Alexandre
337;Mr;Dumont;Gaspard
338;Mr;Leroy;Theo
339;Mr;Delattre;Ayoub
340;Mme;Blanchet;Gaspard
341;Mme;Bailly;Benoit
342;Mme;Perret;Luca
343;Mme;Descamps;Nicolas
344;Mr;Pasquier;Arthur
345;Mr;Sauvage;Anthony
346;Mr;Giraud;Arnaud
347;Mme;Mallet;Ayoub
348;Mme;Martinez;Loris
349;Mme;Riou;Yanis
350;Mme;Masson;Paul
351;Mr;Le roux;Anthony
352;Mme;Charrier;Julien
353;Mr;Leclerc;Adrien
354;Mme;Dupont;Arnaud
355;Mr;Bigot;Ryan
356;Mme;Boulanger;Ugo
357;Mr;Deschamps;Hugo
358;Mme;Collet;William
359;Mr;Leblanc;Raphael
360;Mme;Bodin;Titouan
361;Mme;Carlier;Teo
362;Mme;Lejeune;Raphael
363;Mr;Weber;Malo
364;Mme;Lopez;Quentin
365;Mme;Boyer;Guillaume
366;Mr;Berard;Antonin
367;Mr;Gros;Mathieu
368;Mr;Deschamps;Matheo
369;Mme;Millet;Augustin
370;Mme;Ferreira;Arnaud
371;Mme;Berger;Ewen
372;Mr;Langlois;Steven
373;Mr;Leger;Diego
374;Mr;Delattre;Jonathan
375;Mr;Meunier;Timothe
376;Mme;Faure;Jeremy
377;Mr;Carpentier;Adrien
378;Mme;Devaux;Lenny
379;Mr;Jacquet;Alban
380;Mr;Cousin;Yacine
381;Mme;Dumas;Steven
382;Mr;Brunet;Sofiane
383;Mr;Pasquier;Romain
384;Mme;Bousquet;Logan
385;Mme;Ferreira;Morgan
386;Mr;Bodin;Evan
387;Mr;Legendre;Gabin
388;Mme;Lefevre;Dorian
389;Mme;Dos santos;Mohamed
390;Mme;Roussel;Ayoub
391;Mme;Roster;Tom
392;Mr;Chevallier;Etienne
393;Mr;Humbert;Mael
394;Mr;Meyer;Samuel
395;Mme;Lambert;Erwan
396;Mme;Perez;Mathys
397;Mme;Cohen;Oscar
398;Mme;Vasseur;Marius
399;Mr;Marchal;Younes
400;Mme;Jacquet;Logan
401;Mr;Bailly;Axel
402;Mme;Dubois;Aurelien
403;Mr;Legrand;Bryan
404;Mme;Guerin;Alexandre
405;Mme;Fournier;Loris
406;Mme;Mallet;Lenny
407;Mr;Lacombe;Rayan
408;Mme;Leclerc;Damien
409;Mme;Lemoine;Florian
410;Mr;Moulin;Ryan
411;Mme;Aubert;Timothee
412;Mr;Chauvin;Sacha
413;Mr;Bodin;Arthur
414;Mr;Bailly;Noe
415;Mr;Boyer;Thibault
416;Mr;Meunier;Yassine
417;Mme;Vallee;Thibault
418;Mme;Duval;Yacine
419;Mme;Guillon;Robin
420;Mme;Berger;Victor
421;Mr;Pereira;William
422;Mme;Maurny;Yacine
423;Mr;Garcia;Bilal
424;Mr;Dumont;Loris
425;Mr;Aubert;Bastien
426;Mr;Barbe;Noah
427;Mr;Meyer;Tony
428;Mme;Poirier;Arnaud
429;Mme;Buisson;Marius
430;Mme;Maurny;Simon
431;Mme;Roux;Enzo
432;Mr;Dumas;Charles
433;Mme;Vaillant;Timothe
434;Mme;Fernandez;Alexandre
435;Mme;Rey;Dimitri
436;Mme;Barbe;Sebastien
437;Mr;Morvan;Quentin
438;Mme;Ferrand;Johan
439;Mme;Gillet;Luca
440;Mme;Royer;Nassim
441;Mr;Caron;Gaspard
442;Mme;Moulin;Lukas
443;Mme;Laine;Maxence
444;Mr;Giraud;Lucas
445;Mme;Le roux;Pierre
446;Mme;Guillon;Enzo
447;Mr;Roy;Mehdi
448;Mr;Colin;Evan
449;Mme;Boulanger;Esteban
450;Mr;Leroy;Dimitri
451;Mr;Vasseur;Benjamin
452;Mr;Aubert;Bastien
453;Mr;Meunier;Nicolas
454;Mr;Morin;Bastien
455;Mme;Jacquet;Ethan
456;Mr;Lefebvre;Gabin
457;Mr;Chevallier;Adam
458;Mme;Berard;Jules
459;Mr;Collin;Elias
460;Mr;Pichon;Baptiste
461;Mme;Leger;Mohamed
462;Mr;Fleury;Anthony
463;Mr;Rossi;Erwan
464;Mr;Bodin;Jonathan
465;Mme;Dupuis;Ryan
466;Mme;Carpentier;Antoine
467;Mme;Caron;Joris
468;Mr;Fleury;Ugo
469;Mr;Mercier;Jordan
470;Mr;Gonzalez;Romain
471;Mme;Dufour;Guillaume
472;Mme;Faure;Younes
473;Mr;Duhamel;Leo
474;Mr;Rey;Quentin
475;Mr;Guillou;Victor
476;Mme;Hernandez;Lukas
477;Mme;Brunet;Remy
478;Mme;Coulon;Ayoub
479;Mme;Legros;Nassim
480;Mr;Dumont;Yacine
481;Mme;Besnard;Adrien
482;Mr;Verdier;Theo
483;Mr;Barbier;Remi
484;Mme;Delaunay;Lorenzo
485;Mme;Auger;Loic
486;Mme;Charpentier;Erwan
487;Mme;Vallee;Matthieu
488;Mr;Deschamps;Tony
489;Mme;Muller;Matteo
490;Mme;Menard;Yanis
491;Mr;Meunier;Matthias
492;Mr;Jacquot;Timothee
493;Mme;Besnard;Joris
494;Mme;Menard;Alban
495;Mme;Aubert;Kyllian
496;Mme;Perrier;Ilyes
497;Mme;Riviere;Quentin
498;Mme;Allard;Loic
499;Mr;Laine;Remi
500;Mme;Morel;Joris
501;Mme;Levy;Sofiane
502;Mme;Dumont;Emilien
503;Mme;Descamps;Maxime
504;Mr;Legros;Evan
505;Mme;Rodriguez;Noe
506;Mme;Brunet;Charles
507;Mme;Rossignol;Noe
508;Mr;Renard;Pierre
509;Mme;Leger;Guillaume
510;Mr;Rossignol;Remy
511;Mr;Riviere;Jason
512;Mr;Gaillard;Loris
513;Mr;Legrand;David
514;Mr;Guerin;Rayan
515;Mme;Barbe;Adrien
516;Mme;Morel;Matteo
517;Mme;Gonzalez;Anthony
518;Mr;Reynaud;Eliott
519;Mr;Aubry;Ugo
520;Mme;Roster;Mehdi
521;Mr;Verdier;Matthias
522;Mr;Fleury;Mathys
523;Mme;Blanc;David
524;Mr;Fischer;Thomas
525;Mme;Sauvage;Bilal
526;Mme;Lefevre;Yacine
527;Mr;Lemoine;Tony
528;Mr;Jacquot;Mathieu
529;Mr;Leclercq;Noa
530;Mme;Fabre;Tony
531;Mr;Gonzalez;Nassim
532;Mme;Navarro;Bryan
533;Mme;Evrard;David
534;Mme;Gomez;Paul
535;Mme;Laroche;Lenny
536;Mr;Masson;Ilyes
537;Mr;Riou;Pierre
538;Mr;Weber;Samuel
539;Mr;Caron;Alex
540;Mr;Leroy;Arthur
541;Mr;Picard;Mathys
542;Mme;Giraud;Gabriel
543;Mr;Pereira;Thomas
544;Mr;Rousseau;Kylian
545;Mme;Masse;Raphael
546;Mr;Bazin;Younes
547;Mme;Leclercq;Nolan
548;Mme;Courtois;Robin
549;Mr;Charrier;Romain
550;Mme;Courtois;Ethan
551;Mr;Brunel;Elias
552;Mr;Blanchet;Amine
553;Mr;Baron;Jean
554;Mme;Millet;Thibaut
555;Mme;Leroy;Tristan
556;Mr;Couturier;Antonin
557;Mr;Launay;Mathieu
558;Mr;Brun;Lukas
559;Mr;Roy;Noe
560;Mr;Camus;Morgan
561;Mme;Bertin;Francois
562;Mr;Charrier;Axel
563;Mr;Leblanc;Johan
564;Mr;Bailly;Aurelien
565;Mme;Meyer;Matthias
566;Mr;Dupuy;Oscar
567;Mme;Morin;Etienne
568;Mr;Maillard;Louis
569;Mr;Tessier;Arnaud
570;Mme;Baron;Jules
571;Mme;Bousquet;Matthieu
572;Mr;Bouchet;Enzo
573;Mr;Roche;Ugo
574;Mr;Vallee;Ryan
575;Mr;Devaux;Thibault
576;Mr;Jacquot;Morgan
577;Mme;Guillot;Hugo
578;Mr;Vidal;Ryan
579;Mme;Dufour;Mathieu
580;Mr;Lambert;Kevin
581;Mr;Humbert;Romain
582;Mr;Lejeune;Lorenzo
583;Mme;Lacroix;Ewen
584;Mme;Leclercq;Esteban
585;Mme;Pichon;Louis
586;Mme;Gomez;Younes
587;Mme;Auger;Yannis
588;Mme;Monnier;Rayane
589;Mr;Rossi;Aurelien
590;Mr;Meyer;Yacine
591;Mr;Bousquet;Aymeric
592;Mme;Gaudin;Valentin
593;Mr;Raynaud;Sebastien
594;Mme;Moulin;Yacine
595;Mme;Boyer;Theo
596;Mme;Klein;Noa
597;Mme;Rousseau;Aurelien
598;Mr;Cordier;Antonin
599;Mme;Renard;Aurelien
600;Mr;Besson;Alexis
601;Mme;Masse;Kylian
602;Mr;Boulanger;Johan
603;Mr;Couturier;Amine
604;Mme;Navarro;Quentin
605;Mme;Leveque;David
606;Mr;Descamps;Bryan
607;Mr;Dupont;Evan
608;Mr;Duhamel;Alexis
609;Mr;Bouchet;Noa
610;Mme;Le goff;Lilian
611;Mme;Morin;Mathias
612;Mme;Prevost;Elias
613;Mr;Bigot;Damien
614;Mme;Rousseau;Tristan
615;Mme;Schmitt;Mohamed
616;Mme;Besnard;Jeremy
617;Mme;Royer;Louis
618;Mr;Sauvage;Augustin
619;Mr;Barbier;Matthieu
620;Mme;Fabre;Liam
621;Mme;Gonzalez;Valentin
622;Mme;Briand;Axel
623;Mr;Coulon;Mathis
624;Mme;Dos santos;Ewen
625;Mme;Laine;Ethan
626;Mr;Blanchet;Yann
627;Mme;Dos santos;Florent
628;Mr;Breton;Esteban
629;Mme;Lacroix;Fabien
630;Mr;Lesage;Logan
631;Mme;Lacombe;Rayan
632;Mr;Schmitt;Nolan
633;Mr;Muller;Kilian
634;Mme;Humbert;Jason
635;Mme;Le goff;Eliott
636;Mme;Pelletier;Leo
637;Mme;Pasquier;Oscar
638;Mr;Blondel;Yanis
639;Mme;Ferreira;Marius
640;Mr;Berger;Noah
641;Mme;Lebrun;Victor
642;Mme;Le roux;Evan
643;Mr;Chauvin;Noa
644;Mr;Laroche;Mathys
645;Mme;Gros;Ethan
646;Mr;Le gall;Elias
647;Mme;Couturier;Corentin
648;Mme;Chevalier;Maxime
649;Mme;Girard;Gaspard
650;Mme;Guillot;Fabien
651;Mme;Aubry;Hugo
652;Mme;Charpentier;Ilyes
653;Mr;Perrier;Rayan
654;Mme;Barre;Julien
655;Mme;Monnier;Marius
656;Mr;Roster;Maxence
657;Mme;Cohen;Raphael
658;Mme;Regnier;Dorian
659;Mr;Auger;Aymeric
660;Mme;Gonçalves;Kilian
661;Mr;Lebrun;Matheo
662;Mme;Vaillant;Tony
663;Mr;Charpentier;Raphael
664;Mr;Carlier;Jules
665;Mr;Delattre;Charles
666;Mr;Bourgeois;Thomas
667;Mme;Dupont;Maxence
668;Mr;Chauvin;Tom
669;Mme;Bodin;Theo
670;Mr;Fabre;Charles
671;Mme;Perrot;Robin
672;Mr;Humbert;Noa
673;Mme;Mercier;Adrien
674;Mr;Germain;Ethan
675;Mme;Pichon;Bryan
676;Mr;Levy;Arnaud
677;Mme;Garnier;Romain
678;Mr;Raynaud;Quentin
679;Mme;Delattre;Oscar
680;Mme;Delannoy;Bryan
681;Mr;Carpentier;Logan
682;Mr;Bourgeois;Guillaume
683;Mme;Guyot;Remy
684;Mr;Marques;Tanguy
685;Mme;Giraud;Rayan
686;Mr;Schneider;Gaetan
687;Mme;Fleury;Joris
688;Mr;Duhamel;Anthony
689;Mme;Raynaud;Antonin
690;Mme;Couturier;Eliott
691;Mr;Coste;Simon
692;Mme;Gautier;Tony
693;Mr;Pichon;Ilyes
694;Mme;Langlois;Antoine
695;Mr;Hamon;Ethan
696;Mme;Dumont;Corentin
697;Mme;Brunet;Diego
698;Mme;Schmitt;Mathieu
699;Mr;Guerin;Sebastien
700;Mme;Lopez;Tanguy
701;Mr;Fernandes;Jeremy
702;Mme;Duval;Yassine
703;Mr;Lambert;Samuel
704;Mr;Duval;Tony
705;Mr;Collin;Mathias
706;Mme;Poulain;Samy
707;Mr;Deschamps;Teo
708;Mme;Fernandez;Hugo
709;Mr;Blanc;Sofiane
710;Mr;Royer;Lukas
711;Mme;Hernandez;Esteban
712;Mme;Fleury;Loic
713;Mme;Da silva;Guillaume
714;Mme;Renard;Florian
715;Mr;Peltier;Robin
716;Mme;Barre;Jonathan
717;Mr;Aubry;Anthony
718;Mme;Joubert;Matis
719;Mr;Lefort;Tony
720;Mr;Menard;Jeremy
721;Mr;Germain;Elias
722;Mme;Barbier;Ewen
723;Mr;Bouchet;Timothee
724;Mme;Rousseau;Louis
725;Mme;Gonzalez;Matis
726;Mme;Simonet;Damien
727;Mme;Guillou;Mateo
728;Mr;Weber;Bryan
729;Mr;Carre;Kevin
730;Mme;Gay;Jean
731;Mr;Rodrigues;Florent
732;Mr;Lejeune;Mathias
733;Mme;Lecomte;Jean
734;Mme;Hamon;Rayane
735;Mr;Chevallier;Dylan
736;Mr;Leclerc;Louis
737;Mme;Bailly;Allan
738;Mme;Dupont;Loic
739;Mr;Guyot;Samuel
740;Mr;Petit;Samy
741;Mr;Dumont;Noa
742;Mme;Lacombe;Lucas
743;Mme;Bourdon;Yanis
744;Mme;Valentin;Alexandre
745;Mme;Guichard;Maxence
746;Mme;Carre;Ayoub
747;Mme;Menard;Matthias
748;Mme;Riou;Alex
749;Mr;Barbe;Yassine
750;Mme;Berard;Ugo
751;Mme;Michaud;Remy
752;Mme;Perrin;Rayane
753;Mme;Cordier;Paul
754;Mme;Langlois;Yassine
755;Mme;Pereira;Alban
756;Mr;Rousseau;Jules
757;Mme;Bigot;Luca
758;Mr;Bourdon;Samuel
759;Mme;Boyer;Paul
760;Mme;Poulain;Alban
761;Mr;Lebreton;Maxence
762;Mr;Berger;Felix
763;Mme;Lesage;Sofiane
764;Mme;Caron;Emilien
765;Mr;Navarro;Arnaud
766;Mr;Fleury;Dimitri
767;Mr;Berger;Remy
768;Mr;Lebreton;Ayoub
769;Mme;Martinez;Benjamin
770;Mr;Meyer;Lucas
771;Mr;Humbert;Killian
772;Mr;Dufour;Lenny
773;Mme;Laroche;Nicolas
774;Mr;Lemoine;Mathis
775;Mme;Leroux;Samuel
776;Mme;Aubert;Mohamed
777;Mr;Valentin;Titouan
778;Mr;Prevost;Baptiste
779;Mr;Lacombe;Kylian
780;Mme;Jacquet;Thibault
781;Mme;Brunel;Killian
782;Mr;Laroche;Kevin
783;Mr;Legrand;Kylian
784;Mme;Peltier;Titouan
785;Mr;Langlois;Lilian
786;Mme;Bouvier;Jeremy
787;Mme;Klein;Timothe
788;Mme;Deschamps;Damien
789;Mme;Gros;Matis
790;Mr;Thosca;Bryan
791;Mr;Lecomte;Joris
792;Mr;Legros;Luca
793;Mr;Collet;Mathis
794;Mr;Brun;Noah
795;Mr;Moreau;Ayoub
796;Mme;Leger;Mathis
797;Mme;Rey;Kilian
798;Mr;Breton;Esteban
799;Mr;Hamon;Francois
800;Mme;Dupont;Mathis
801;Mme;Gillet;Morgan
802;Mr;Delannoy;Matthias
803;Mme;Gonzalez;Joris
804;Mr;Evrard;Guillaume
805;Mr;Thosca;Maxence
806;Mr;Deschamps;Florent
807;Mme;Delannoy;Tom
808;Mme;Gauthier;Mathys
809;Mme;Evrard;Nathan
810;Mme;Courtois;Damien
811;Mme;Allard;Yannis
812;Mr;Baron;Aurelien
813;Mme;Gautier;Morgan
814;Mr;Boucher;Sofiane
815;Mr;Hubert;Alexis
816;Mme;Guerin;Sebastien
817;Mme;Gautier;Aymeric
818;Mme;Da silva;Nathan
819;Mr;Marques;Lorenzo
820;Mme;Guillou;Nassim
821;Mme;Garnier;Kyllian
822;Mme;Gonçalves;Pierre
823;Mme;Pasquier;Sebastien
824;Mr;Dos santos;Gabin
825;Mr;Moreau;Diego
826;Mr;Le gall;Yacine
827;Mme;Monnier;Matheo
828;Mr;Briand;Raphael
829;Mr;Dos santos;Nicolas
830;Mme;Da silva;Maxime
831;Mme;Leblanc;Gaspard
832;Mme;Delattre;Alex
833;Mme;Descamps;Noah
834;Mr;Briand;Quentin
835;Mr;Joly;Rayane
836;Mr;Delannoy;Hugo
837;Mr;Fournier;Noa
838;Mr;Marin;David
839;Mr;Delannoy;Luca
840;Mme;Cohen;Mohamed
841;Mme;Hamon;Antoine
842;Mr;Besnard;Benjamin
843;Mr;Gautier;Martin
844;Mme;Thosca;Valentin
845;Mme;Lefort;Romain
846;Mme;Guillet;Bryan
847;Mr;Aubert;Dorian
848;Mr;Gillet;Samuel
849;Mme;Giraud;Rayan
850;Mr;Boulanger;Kylian
851;Mr;Marin;Valentin
852;Mme;Vallee;David
853;Mme;Bonnet;Victor
854;Mr;Perez;Bastien
855;Mr;Renard;Loris
856;Mr;Thosca;Bastien
857;Mr;Brunel;Lilian
858;Mme;Lesage;Timothe
859;Mme;Gautier;Rayane
860;Mme;Lefebvre;Anthony
861;Mr;Rey;Mathias
862;Mme;Leroy;Benjamin
863;Mr;Bailly;Erwan
864;Mme;Perrier;Paul
865;Mme;Perrot;Jeremy
866;Mr;Masson;Tom
867;Mr;Le gall;Gabin
868;Mme;Besnard;Remy
869;Mme;Aubert;Benjamin
870;Mr;Navarro;Ayoub
871;Mr;Lemoine;Matheo
872;Mme;Besson;Kyllian
873;Mr;Reynaud;Noa
874;Mme;Regnier;Benoit
875;Mme;Sauvage;Matteo
876;Mme;Rossi;Noe
877;Mme;Dumas;Theo
878;Mme;Chevallier;Matteo
879;Mr;Coste;Eliott
880;Mr;Boyer;Corentin
881;Mr;Tessier;Samy
